ID,County,Value chain,Value chain stage,Key activities,Who is involved,Input supply (key activities importance),Input supply (key activities location in the country)
155,Nandi,Maize,Input supply,Acquisation of certified seeds,"farmers, agrodealers",important for high yield maize production can not happen with out maize seeds,"market centers (agrodealers shops), kenya seed, agents"
156,Nandi,Tea,Input supply,Labour acquisation,Farmers and local community i.e casual labour,Land preparation is important for seedling survival and yield,On farm
157,Narok,Sheep (meat),Input supply,Captial- provision of improved breeds,"Farmers, Donors, producers, County and national government",To kickstart the business and provision of improved feeds,Countywide
158,Narok,Maize,Input supply,Land acquisition,"Men, women and youth",The most important factor of production,Countywide
159,Narok,Local chicken,Input supply,Sourcing of chicks,Women and youth,To get quality breeds,Across the county
160,Narok,Cattle (milk),Input supply,Feed establishment,"Farmers, suppliers, extension officers",To ensure enough feed availability,"Household level, training centers, exhibition centers, agricultural shows"
161,Nyamira,Local chicken,Input supply,Housing,"Farmer, hardware, expert/mason","Shelter and protection, disease control and predators",Household level/farm
162,Nyamira,Local vegetables,Input supply,Acquisation of planting materials i.e seeds/seedlings,"Farmers, agrovets, seedling/seed vendors, technical personel",To get clean/certified/viable planting materials,Local markets/towns/ in the community all over the county
163,Nyamira,Cattle (milk),Input supply,Extension services (capacity building),"Government agent, private sector, model farmers, research instutions, sacco ltd.",Enhance productivity through good management,Whole county
164,Nyamira,Banana,Input supply,Acquisation of quality plantin materials (tissue culture banana plantlets),"farmers, nursery operators, research institutions (KALRO Kisii, JKUAT,Abadare technologies Thika","Quality seeds for high production, acquire disease free planitng materials, synchronized productin and uniformity","sub county level, KALRO Kisii, JKUAT, Abadare technologies Thika"
165,Samburu,Local chicken,Input supply,Supply of feeds,"agrovets (Bila kupe, Saruni neema, Baraka, Rahisi stores, etc)",Feeds are key factor input in chicken production,"major towns- mararal, Baragoi, Wamba, Kisima, Suguta, Archer's post"
166,Samburu,Cattle (meat),Input supply,"supply of feeds , drugs and equipments",agrodealers,availability of farm inputs,Countywide
167,Samburu,Apiculture,Input supply,Siting,men and youth,to improve securign of beehives from both animals nad human interfereance,"In homesteads/farms, in the forest"
168,Samburu,Shoats,Input supply,feeds and feeding,"Men, women and youth","for sustainance, to increase productivity of milk and meat, to increase market prices","entire county, grazing fields"
169,Transnzoia,Maize,Input supply,Capital acquisition,"Farmer, Banks, SMEs, Farmer groups, Relatives and subsidies",Provides resources for farming activities and determination of selling prices,"Banks, SACCOs, self-help groups, Remitances, person to person, government programmes"
170,Transnzoia,Indigenous chicken,Input supply,Hatching one day onld chicks ro purchase of DOCs,"Men, women and youth",It is the first stage of chicken production,"Established hatcheries, western seed in Kitale town, Breedtech in Kiminini sub-county, Common interest groups implementing NARIGP project, on farm-level"
171,Transnzoia,Cattle (milk),Input supply,Breeding,"Insemination, farmer, semen production center, semen distribution agents and regulators",Improve genetic quality of our daily cattle and increase milk production,ADC-livestock genetic center and Farms county wide
172,Transnzoia,Beans,Input supply,Land acquisition,"Men, women and youth",To get tilth for planting; allow proper germination; it’s a factor of  production,Farm level in rural and partly urban areas
173,Turkana,Sorghum,Input supply,Extension services,Government and Farmers association,To improve production and productivity,Irrigation schemes and rain fed farms county wide
174,Turkana,Shoats,Input supply,Land,Community,Land is the main source of pasture( natural) and vegetation,All of Turkana county
175,Turkana,Local poultry,Input supply,Feed supply,"Livestock production department, Development actors, and agrovets",Easy accessibility of chicken feeds,"Lodwar, Kakuma and Lokichar"
176,Turkana,Fisheries,Input supply,Supply of equipment (Gears and vessels),"Private local suppliers e.g Chap-chap, Development partners e.g UASDF, IOM, LMS, and the Government","Helps producers acquire vessels and gears required for fish, helps in processing, reduce harvest losses and helps in packaging",Most input suppliers are in Kaloko and Kang'atosa
177,Vihiga,Indigenous chicken,Input supply,Housing,"farmers, hardwares, transporters, skilled labour","To meet animal welfare, security, warment , disease control ,stores",On farm
178,Vihiga,Cattle (milk),Input supply,Acquisition of seed/planting material,"Farmers,stalkist, research institution e.g KALRO, ILRI, development partners",Because its from the seeds that we get fodder/pasture for the dairy cow to feed on,"farm, agrovets, cooperatives"
179,Vihiga,Banana,Input supply,Extension services/ adivice,"farmers, extension officers, researchers and other stakeholders on the value chain","for good/ proper management practices, increase in yield/ production","On farm trainings, field days/barazas/ demo plots, research centers"
180,Vihiga,African indigenous vegetables,Input supply,Acquisition of seed/planting material,"farmers, agrodealers and seed merchants, service providers",for production,"farmer to farmer, agrodealer, open market, service provider (market center)"
181,Busia,Cassava,Input supply,planting material,"farmers to farmers,KARLO,other organisations-CBOs,NGOs,REFSO",without cuttings you cannot produce cassava-to know the seedrate of light seed/clean material to plant,"across busia county,various bulking  sites within the county"
182,Busia,Local Poultry (meat),Input supply,acquiring breeding stock,"farmers,breeders and extension officer",acquiring starting stock which is of good quality/breed i.e cocks and hens which are good layers,evenly distributed in the county
183,Busia,Maize,Input supply,Seed,"agrovets,seed companies and farmers-on farm selection",its not posible to produce without seed,registered agrovets and dealers
184,Busia,Sorghum,Input supply,Seed,"farmers-local seeds,agrovets and KARLO",local seeds is resistant to pests and diseases and adapatable to local weather and is also cheap,"Busia,nambala,KALRO,kakamega,bunyula"
185,Nyeri,Banana,Input supply,production information,"department of agriculture,mass media,NGOs,research institutions,private service providers","improve on decision making,improved production quality and quantity,improve production technique",both within and outside the county
186,Nyeri,Dairy cow,Input supply,semen-breeding,"CAGRI,private service providers,county government","breeding and upgrading of the dairy herd,enhanced productivity","CAGRI-Nairobi,county government offfices,private service providers"
187,Nyeri,Irish Potatoes,Input supply,Pesticides,,,
188,Nyeri,Local poultry,Input supply,quality chicks,"KARLO-Naivasha research,Kuku Chicks-Eldoret","fats growth,better egg/meat production,disease resistant",within and without the county
189,Makueni,Dairy cow,Input supply,Vet services,"farmers,vet services,stockists",for treatment and disease control,where the cows are bred
190,Makueni,Green grams,Input supply,fertilisers both organic and in organic,farmers and stockists,enhances productivity by replenishing soil nutrients,"from household at livestock at livestock yard to farm, from stockists to farm"
191,Makueni,Local poultry,Input supply,Breeding stock,"farmers,breeders and multipliers",this is where production starts,Countywide
192,Makueni,Mango,Input supply,seedlings/planting material and production,"private nurseries,producer owners",it is the source of planting materials,Across the county
193,Nakuru,Dairy cow,Input supply,"feeding provision,establishment of feeds at farm level, purchase of feeds from a source","agrovets,kenya seed, kephis,financial institutions,farmers, family/hired labour,equipment suppliers,extension providers","it will maintain and for production purposes,healthy feeding,contributer to the values, helps to overcome disease related outbreak","at the farm level in the whole county,trading centres within the counties"
194,Nakuru,Irish Potatoes,Input supply,crop protetion,"farmers,agro dealers,service providers,pest and disease control,weeds control, soil management","pest and disease control,weeds control, soil management","farm level ,agor dealers at all sub counties"
195,Nakuru,Local poultry,Input supply,house construction,Men,"chicken house protects from thieves, from wind and rain,diseases,good collection of eggs, good feeding",on farm across the county
196,Nakuru,Maize,Input supply,Fertilizer,Men,to supplement the nutrients available in the soils,large scale suppliers in the county medium/small in the sub county
197,Taita Taveta,Banana,Input supply,Extension advice,"farmers,extension officer,researchers and agro dealers",to get right/incorporate agronomic practices,the entire county
198,Taita Taveta,Dairy cow,Input supply,housing and housing materials,farmers and herdsmen and carpenters,for security,Entire county
199,Taita Taveta,Maize,Input supply,acquisition of suitable certified variety,farmers and agrovets dealers,"to improve productivity,environmental adaptatbility,market demand",Countywide
200,Taita Taveta,Goat (meat),Input supply,acquiring of animal health products i.e dewormers and vaccines,KEVEVAPI and agrovets,"to control the worms,fleas and ticks",Entire county
201,Siaya,Beans,Input supply,Seeds,"farmers/own seed,agro dealers,traders","it improves farm yields,it is a source of planting materials","entire county-farms,market centres"
202,Siaya,Sorghum,Input supply,Seed/planting material,agrovet/recycled seeds and farmers,to get the desired volume and quality of production,entire siaya county
203,Siaya,Maize,Input supply,certified seeds,"farmers/stockists,seed manufacturers-KSC,seedco,Western Kenya",determines level of production-drought and striga tolerant,stockists in market centres
204,Siaya,Local poultry,Input supply,Feeds,"agrovets,feed millers and KEBS","good nutrition,disease control,good growth rate",everywhere where poultry is kept
